Category,Subcategory,Location,Manufacturer Name,Manufacturer Part Number,Item Description,UOM,Price,Volume,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,CEB53151,"PEN,ROLLER,FINE,.5MM,BK,",EA, 0.58 , 101 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,EXP50025,"PEN,BLPT,STK,MD,BE,DZ",EA, 0.36 , 134 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,EXP52058,"PEN,BLPT,CUSHN,RET,MED,RD",EA, 0.57 , 77 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,CEB51119,"MRKR,PERM,LG,BE,DZ",EA, 0.62 , 63 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,CEB51145,"LEAD,MECH PCL,HB,.7MM,12",TB, 0.22 , 165 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,CEB52056,"PEN,BLPT,CUSHN,RET,MED,BE",EA, 0.66 , 51 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,EXP51100,"HILITER,PKT,FLRYW,DZ",EA, 0.42 , 77 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,EXP52057,"PEN,BLPT,CUSHN,RET,MED,BK",EA, 0.48 , 67 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,EXP52054,"PEN,BLPT,RET,MD,BK,DZ",EA, 0.52 , 61 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,CEB51115,"HILITER,GRP,PK,EA",EA, 0.53 , 60 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,CEB50092,"MRKR,PERM,BE,EA",EA, 0.44 , 71 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,CEB53039,"PEN,ROLLER,FN,.7MM,BE,DZ",EA, 0.60 , 51 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,CEXP,CEB50115,"MRKR,DUAL TP,FN,4ST",ST4, 3.99 , 7 ,
Office Supplies Rd 2,"Pens, Pencils & Markers",Roxborough,CEXP,EXP51143,"PCL,MECH,.5MM,BK,12/DZ",DZ12, 3.41 , 8 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,CEXP,EXP50003,"PEN,ROLR,FN,BK,DZ",DZ12, 12.66 , 2 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,CEXP,CEB51130,"MRKR,CHINA,BK",DZ12, 8.31 , 3 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,EXP512132,"PCL,WD,#2,AMER,SOFT,DZ",DZ, 0.37 , 65 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,EXP50106,"PEN,FN PT,BK",EA, 0.49 , 47 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,CEB51141,"LEAD,MECH PCL,HB,.5MM,12",TB, 0.25 , 92 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,CEB50503,"PCL,MECH,BK,EA",EA, 0.58 , 39 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,CEB52050,"PEN,GRIP,MED,BK",EA, 0.96 , 21 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,CEG51120,"ERASER,DLX DRY ERASE,EA",EA, 0.89 , 22 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,EXP50024,"PEN,BLPT,STK,MD,BK,DZ",EA, 0.20 , 99 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,CEB58435,"PEN,BLPT,CNTR,WEDG,BE INK",EA, 4.17 , 4 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,CEB50887,"MRKR,REG,RD,DZ",EA, 0.53 , 31 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,CEXP,CEB50111,"MRKR,PERM,FN,4/ST",ST4, 2.29 , 7 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,CEB53152,"PEN,ROLLER,FN,.5MM,RD,DZ",EA, 0.51 , 30 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,EXP70520,"ERASER,PCL,PK/PA,MED",PK, 0.31 , 49 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,CEB50885,"MRKR,CHSL,LG,BK",EA, 0.61 , 25 ,
Office Supplies Rd 2,"Pens, Pencils & Markers",Roxborough,CEXP,CEB50508,"PCL,MECH,.5MM,SK",EA1, 2.19 , 6 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,CEXP,CEB58439,"PEN,BLPT,CNTR,BK,EA",EA1, 4.37 , 3 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,CEB52221,"PEN,BLPT,RET,MED,BE,DZ",EA, 0.80 , 16 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,EXP50040,"HILITER,BROAD,YW,DZ",EA, 0.21 , 60 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,EXP50013,"PEN,BLPT,STK,FN,BK,DZ",DZ, 1.08 , 11 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,CEXP,CEB40224,"PCL CUP,2COMP,SK",EA1, 1.80 , 6 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,CEXP,EXP50015,"PEN,BLPT,STK,FN,RD,DZ",DZ12, 1.54 , 7 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,CEXP,EXP50014,"PEN,BLPT,STK,FN,BE,DZ",DZ12, 2.16 , 5 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,CEB52057,"PEN,BLPT,CUSHN,RET,MED,BK",EA, 0.53 , 19 ,
Office Supplies Rd 2,"Pens, Pencils & Markers",Roxborough,CEXP,CEB58437,"PEN,RPL,F/58439,MED,BK,EA",EA1, 1.58 , 6 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,CEB52001,"PEN,BLPT,FN,BK,DZ",EA, 0.20 , 45 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,CEB50127,"MRKR,CHSL,BK",EA, 0.83 , 10 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,EXP02512,"ERASER,CAP,12/PK",PK, 0.67 , 12 ,
Office Supplies Rd 2,"Pens, Pencils & Markers",Roxborough,CEXP,CEB53106,"PEN,MICRO,.5MM,RLR BLL,BK",EA1, 1.53 , 5 ,
Office Supplies Rd 2,"Pens, Pencils & Markers",Roxborough,CEXP,CEB52010,"PEN,BLPT,MED,BK,DZ",EA12, 0.74 , 10 ,
Office Supplies Rd 2,"Pens, Pencils & Markers",Roxborough,CEXP,CEB52211,"PEN,BLPT,RET,FN,BE,DZ",EA12, 0.79 , 9 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,EXP50052,"HILITER,LIQ,FGN",EA, 1.40 , 5 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,CEXP,CEB7PCL,"PCL,MECH,.7MM,RIDGED",EA1, 1.76 , 3 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,CEB50506,"PCL,MECH,.5MM,BK",EA, 0.64 , 8 ,
Office Supplies Rd 2,"Pens, Pencils & Markers",Roxborough,CEXP,CEB50119,"MRKR,XFN,BK,EA",EA1, 0.56 , 9 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,CEXP,CEB50212,"HILITER,FYW,EA",EA1, 0.98 , 5 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,CEXP,CEB53134,"PEN,FINE,.7MM,RLR BALL,BE",EA1, 1.54 , 3 ,
Office Supplies Rd 2,"Pens, Pencils & Markers",Roxborough,CEXP,EXP50000,"PEN,ROLR,MICRO,BK,DZ",EA12, 0.77 , 6 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,EXP50032,"PEN,BLPT,STK,MED,RD,EA",EA, 0.64 , 7 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,CEXP,CEB52060,"PEN,RET,MED,BE,DZ",EA1, 1.04 , 4 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,CEXP,CEB50213,"HILITER,YW,PK,BE,GN,4/PK",PK4, 4.00 , 1 ,
Office Supplies Rd 2,"Pens, Pencils & Markers",Roxborough,CEXP,CEB50510,"PCL,MECH,.7MM,BE",EA1, 1.80 , 2 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,CEB53391,"ERASER,4/TUBE",EA, 0.27 , 12 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,CEXP,CEB52212,"PEN,BLPT,RET,FN,RD,DZ",EA1, 0.81 , 4 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,CEXP,CEB50884,"MRKR,CHSL,LG,AST,4PK",PK4, 3.23 , 1 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,CEXP,CEB40249,"ERASER,RFL,CLIC,2/PK",PK2, 1.38 , 2 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,CEXP,CEB50124,"MRKR,ULTRAFN,RD,EA",EA1, 0.55 , 5 ,
Office Supplies Rd 2,"Pens, Pencils & Markers",Roxborough,CEXP,CEB53037,"PEN,ROLLER,MED,.7MM,BK,DZ",EA12, 0.53 , 5 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,EXP50027,"PEN,BLPT,STK,FN,BK,DZ",EA, 0.20 , 12 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,CEXP,CEB50123,"MRKR,ULTRAFN,BK,EA",EA1, 0.55 , 4 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,CEXP,CEB53157,"PEN RFL,BLPT,BK,EA",EA1, 0.73 , 3 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,CEXP,EXP50012,"PEN,BLPT,STK,MED,RD,DZ",DZ12, 1.99 , 1 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,CEB52002,"PEN,BLPT,FN BE,DZ",EA, 0.65 , 3 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,EXP51103,"HILITER,PKT,FBE,DZ",EA, 0.16 , 9 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,CEXP,CEB40248,"ERASER,STICK,CLIC,BK",EA1, 1.01 , 1 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,CEXP,CEB52220,"PEN,BLPT,RET,MED,BK,DZ",EA, 0.83 , 1 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,CEXP,CEB52210,"PEN,BLPT,RET,FN,BK,DZ",EA1, 0.71 , 1 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,CEXP,CEB52011,"PEN,BLPT,MED,BE,DZ",EA1, 0.53 , 1 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,CROSS COMPANY  (AT CROSS),85132,"PEN RFL,BLPT,MED,BK,2PK",PK2, 4.83 , 8 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,DIXON TICONDEROGA,DIX13882,"PCL,WD,#2,XSMOOTH,DZ",DZ, 3.20 , 44 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,DIXON TICONDEROGA,DIX13913,"PCL,WD,#2,XSMOOTH,BK,DZ",DZ12, 4.00 , 1 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,MMF INDUSTRIES- USA,200035110,"PEN,COUNTERFEIT DETECTOR",EA, 4.92 , 69 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,MMF INDUSTRIES- USA,258401R08,"PEN RFL,BLPT,KABLE,MED,BE",EA1, 0.83 , 3 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP84101,"PEN,FLAIR,PT GUARD,BE",EA, 1.45 , 337 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP84201,"PEN,FLAIR,PT GUARD,RD",EA, 1.33 , 256 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP84301,"PEN,FLAIR,PT GUARD,BK",EA, 0.83 , 327 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP69076,"PEN,BLPT,PHD,.5MM,STYL,BE",EA, 12.25 , 21 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP33111,"PEN,BLPT,STK,MED,BE",DZ, 0.81 , 248 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP95601,"PEN,BLPT,FLXGRP,RET,FN,BE",EA, 1.77 , 96 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP33311,"PEN,BLPT,STK,MED,BK",DZ, 0.69 , 211 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP95101,"PEN,BLPT,FLXGRP,RET,MD,BE",EA, 0.84 , 120 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP85581,"PEN,RET,FLX GRP EL,MD,BE",EA, 1.88 , 53 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP84401,"PEN,FLAIR,PT GUARD,GN",EA, 1.50 , 63 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP30301,"PCL,MECH,.7MM,SHRPWRTR,YW",DZ, 1.54 , 51 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,ROG21016,"PEN RFL,STAYPT,BK,EA",EA, 2.17 , 25 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP26505,"PEN,BLPT,XTEND,MED,PE",EA, 1.20 , 38 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP46392,"PCL,MECH,PHD ULTRA,.5MM",EA1, 7.49 , 5 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP61301,"PEN,BLPT,COMFRTMTE,MED,BK",DZ, 2.07 , 18 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP46391,"PCL,MECH,PHD ULTRA,.5MM",EA1, 6.74 , 5 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP90906,"PCL,MECH,FLEXGRP,.5MM,BE",EA, 1.51 , 21 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP85583,"PEN,RET,FLX GRP EL,FN,BE",EA, 1.78 , 14 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP83101,"MRKR,FLAIR,ULTRAFN,BE",EA, 1.45 , 17 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP96101,"PEN,BLPT,FLXGRP,STK,MD,BE",EA, 0.60 , 37 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP63801,"PEN,BLPT,COMFTMATE,FN,BK",DZ12, 2.66 , 8 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP66400,"LEAD,.5MM,105/PK",PK105, 4.03 , 5 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP67202,"PEN,BLPT,PHD,MED,BKCH",EA1, 9.14 , 2 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP61101,"PEN,BLPT,COMFRTMTE,MED,BE",DZ12, 3.26 , 5 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP64161,"PCL,MECH,.7MM,LOGOIV,BK",EA1, 4.98 , 3 ,
Office Supplies Rd 2,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP77141,"PCL,MECH,G-FORCE,.5MM,SS",EA1, 2.37 , 6 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP85582,"PEN,RET,FLX GRP EL,FN,BK",EA1, 1.78 , 7 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP56043,"PCL,CL,PT,.7MM,BE",EA1, 3.01 , 4 ,
Office Supplies Rd 2,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP26502,"PEN,BLPT,XTEND,MED,RD",EA1, 1.21 , 8 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP83301,"MRKR,FLAIR,ULTRAFN,BK",EA, 1.70 , 5 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP95801,"PEN,BLPT,FLXGRP,RET,FN,BK",EA, 1.69 , 5 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP66401,"LEAD,.7MM,105/PK",PK105, 4.00 , 2 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP96501,"PEN,BLPT,FLXGRP,STK,MD,PE",EA1, 1.09 , 7 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP56038,"PCL,MECH,CLPT,.7MM,BK",EA1, 2.27 , 3 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP97124,"PEN RFL,FLXGRP,M,BE,2PK",PK2, 1.84 , 3 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP96801,"PEN,BLPT,FLXGRP,STK,FN,BK",EA1, 1.15 , 4 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP54374,"PEN,PNCL,STYLS,XTNDMLT,BK",EA1, 3.91 , 1 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP85586,"PEN,BLPT,FLX GRP EL,MD,BE",EA1, 1.38 , 2 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP88081,"PEN,BLPT,GRIP,MED,RD",DZ12, 2.46 , 1 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP96601,"PEN,BLPT,FLXGRP,STK,FN,BE",EA1, 1.16 , 2 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP95301,"PEN,BLPT,FLXGRP,RET,MD,BK",EA, 0.97 , 2 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP90911,"PCL,MECH,FLEXGRP,.7MM,BK",EA1, 1.66 , 1 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PAPERMATE INC,PAP70520,"ERASER,PCL,PK/PA,MD",EA, 0.25 , 6 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PARKER PEN,30316,"PEN RFL,BLPT,MED,BK,EA",EA1, 3.61 , 2 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,BK90C,"PEN,BLPT,RFLBLE,FN,BE,DZ",DZ, 11.66 , 46 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,BK91A,"PEN,BLPT,RFLBLE,MED,BK,EA",DZ, 11.15 , 27 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,A125A,"PCL,MECH,.5MM,BK,EA",EA, 0.91 , 262 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,A127C,"PCL,MECH,.7MM,SHRPLTII,BE",EA, 0.47 , 502 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,P207C,"PCL,MECH,.7MM,SHRP,BE",EA, 1.26 , 183 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,BK90A,"PEN,BLPT,RFLBLE,FN,BK,DZ",DZ, 3.71 , 56 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,K918A,"PEN,GEL,RSVP,.4MM,BK",EA, 1.55 , 82 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,AZ125S,"PCL,MECH,5MM,SBE,EA",EA, 1.60 , 79 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,P205A,"PCL,MECH,.5MM,BK,EA",EA, 0.57 , 212 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,K918C,"PEN,GEL,RSVP,.4MM,BE",EA, 1.21 , 94 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,P209G,"PCL,MECH,.9MM,SHRP,YW",EA, 2.37 , 43 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,BK91C,"PEN,BLPT,RFLBLE,MED,BE,EA",DZ, 11.93 , 7 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,Z21,"ERASER,MECH PCL,3TB",TB, 0.58 , 84 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,AZ125A,"PCL,MECH,5MM,BK,EA",EA, 1.27 , 28 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,PD345A,"PCL,MECH,.5MM,CLICKR,BK",EA1, 4.78 , 7 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,BL17A,"PEN,ROLR,ENERGEL,.7MM,BK",EA, 1.64 , 19 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,509HB,"LEAD,MECH PCL,HB,.9MM,12",TB, 0.48 , 64 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,C505HB,"LEAD,MECH PCL,HB,.5MM,12",TB, 0.39 , 47 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,PG523E,"PCL,MECH,.3MM,GRAPH GEAR",EA1, 5.46 , 3 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,QE515A,"PCL,MECH,.5MM,TWIST,BK",EA1, 5.08 , 3 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,K918B,"PEN,GEL,RSVP,.4MM,RD",EA, 1.52 , 9 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,QE519A,"PCL,MECH,.9MM,TWIST,BK",EA1, 4.08 , 3 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,C27HB,"LEAD,SPR HIPLYMR,7MM,30TB",TB30, 2.02 , 6 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,PDE1,"ERASER,MECH PCL,PD345,5TB",TB5, 1.58 , 7 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,50HB,"LEAD,MECH PCL,HB,.7MM,12",TB, 0.20 , 46 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,BK90V,"PEN,BLPT,RSVP,FINE,VT",EA, 1.06 , 8 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,C5052B,"LEAD,MECH PCL,2B,.5MM,12",TB12, 0.95 , 3 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PENTAL CORP,ZEH10,"ERASER,PCL,SUPERHI-POLYMR",EA, 0.69 , 1 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PILOT PEN (CRESTAR),PIL31002,"PEN,ROLR,GEL,XFN,BK",EA, 1.55 , 129 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PILOT PEN (CRESTAR),PIL31004,"PEN,ROLR,XFN,RD",EA, 1.79 , 93 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PILOT PEN (CRESTAR),PIL35470,"PEN,ROLR,VBALL,GRP,XFN,BK",EA, 2.04 , 72 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PILOT PEN (CRESTAR),PIL31020,"PEN,ROLR,GEL,FN,BK",EA, 1.89 , 71 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PILOT PEN (CRESTAR),PIL30000,"PEN,BLPT,RET,FN,BK,EA",EA, 1.93 , 60 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PILOT PEN (CRESTAR),PIL35570,"PEN,VGRIP,RLLR,BK",EA, 2.16 , 48 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PILOT PEN (CRESTAR),PIL11007,"MRKR,RAZOR PT,XFN,RD,EA",EA, 1.44 , 62 ,
Office Supplies Rd 2,"Pens, Pencils & Markers",Roxborough,PILOT PEN (CRESTAR),PIL36280,"PCL,MECH,CTR GRV,.7MM,CC",EA1, 9.84 , 5 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PILOT PEN (CRESTAR),PIL31022,"PEN,ROLR,GEL,FN,RD",EA, 1.59 , 29 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PILOT PEN (CRESTAR),PIL36102,"PCL,MECH,.5MM,DR GRIP,BK",EA1, 7.32 , 6 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PILOT PEN (CRESTAR),PIL31021,"PEN,ROLR,GEL,FN,BE",EA, 1.86 , 20 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PILOT PEN (CRESTAR),PIL14002,"PEN,ROLR,NEO-GEL,.7MM,BE",EA, 1.16 , 32 ,
Office Supplies Rd 2,"Pens, Pencils & Markers",Roxborough,PILOT PEN (CRESTAR),PIL31023,"PEN,ROLR,G2 FN,AST,3PK",PK3, 6.17 , 6 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PILOT PEN (CRESTAR),PIL32210,"PEN,BLPT,ESYTCH,RET,FN,BK",EA, 0.74 , 43 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PILOT PEN (CRESTAR),PIL36101,"PCL,BLPT,RET,DR GRIP,B",EA1, 7.84 , 3 ,
Office Supplies,"Pens, Pencils & Markers",Roxborough,PILOT PEN (CRESTAR),PIL35572,"PEN,VGRIP,RLLR,RD",EA, 2.35 , 7 ,
Office Supplies Rd 2,"Pens, Pencils & Markers",Roxborough,PILOT PEN (CRESTAR),PIL31029,"PEN,ROLR,GEL,FN,PE",EA1, 2.02 , 8 ,
Office Supplies Rd 2,"Pens, Pencils & Markers",Roxborough,PILOT PEN (CRESTAR),PIL38610,"PEN,ROLR,P700,FN,BK",EA1, 2.13 , 7 ,
Office Supplies Rd 2 NonCore,"Pens, Pencils & Markers",Roxborough,PILOT PEN (CRESTAR),PIL31031,"PEN,ROLR,G2 FN,BK,2PK",PK2, 4.24 , 3 ,
Office Supplies Rd 2,"Pens, Pencils & Markers",Roxborough,PILOT PEN (CRESTAR),PIL28802,"PEN,ROLR,PRCS GRIP,XFN,BE",EA1, 2.41 , 5 ,
